index,title,create_date,message_count,user_messages,assistant_messages,tool_messages,ratio
748,Cyber Pi Go Kit Overview,2024-11-05 10:52:03.686311,5,2,2,0,1.0
749,Cloud GPU for VAM,2024-11-05 10:00:52.916155,7,3,3,0,1.0
750,Simple Electromagnet Instructions,2024-11-05 08:35:06.083998,7,3,3,0,1.0
751,Pwnagotchi Component List for Profitability,2024-11-05 08:07:23.060553,7,2,3,1,1.5
752,Best ESP32 Boards Guide,2024-11-05 08:02:22.247283,5,2,2,0,1.0
753,Election Prediction Inquiry,2024-11-05 07:10:19.762790,29,13,13,0,1.0
754,Bypassing iCloud Lock Advice,2024-11-05 06:58:11.699668,10,4,4,0,1.0
755,Vape Wiring Repurposing Ideas,2024-11-01 18:52:11.811071,7,3,3,0,1.0
756,Drone Remote Use Ideas,2024-11-01 15:15:09.206104,49,18,25,4,1.3888888888888888
745,Project Ideas with PCBs,2024-11-01 12:04:30.392303,34,10,14,8,1.4
757,Time Manipulation Quirk Design,2024-11-01 11:48:41.402240,4,1,1,0,1.0
758,CD-ROM Laser Use,2024-11-01 11:36:16.273806,7,3,3,0,1.0
759,BCM73649 SoC Overview,2024-11-01 09:38:16.787884,9,4,4,0,1.0
760,Smart Spending After Payday,2024-11-01 09:25:27.278689,5,2,2,0,1.0
761,To-Do List for Tech,2024-11-01 08:33:47.000876,7,3,3,0,1.0
762,Capture Card Uses,2024-11-01 08:06:03.299158,9,4,4,0,1.0
763,Vivitar Capture Card Guide,2024-11-01 02:59:34.731790,5,2,2,0,1.0
764,Conversation Summary Request,2024-11-01 02:58:51.109439,5,2,2,0,1.0
765,Manual Request Summary,2024-11-01 02:56:12.389607,5,2,2,0,1.0
766,Heartfelt Letter to Morgan,2024-11-01 00:23:47.677899,15,7,7,0,1.0
767,Projects Started vs Finished,2024-10-31 17:27:32.631722,48,19,24,3,1.263157894736842
768,USB ID PowerShell Query,2024-10-31 15:10:58.563557,11,5,5,0,1.0
769,Accessing Router C to C,2024-10-31 11:11:41.410398,13,6,6,0,1.0
771,Hair Dye Coupons Guide,2024-10-31 08:29:49.122320,10,3,4,1,1.3333333333333333
770,Cool Python Modules,2024-10-31 08:15:35.569523,23,8,7,7,0.875
98,Drunken Irish Consciousness Musing,2024-10-31 06:57:44.302268,123,38,46,19,1.2105263157894737
773,Hello Response Interaction,2024-10-31 06:52:57.739265,21,10,10,0,1.0
774,Unique Non-Humanoid Representations,2024-10-31 06:34:23.306107,32,11,14,6,1.2727272727272727
775,Picture Generation Request,2024-10-31 06:32:52.994438,10,3,4,2,1.3333333333333333
776,Self Representation Conceptualization,2024-10-31 06:30:54.629933,13,3,5,4,1.6666666666666667
777,Losing Chess Humor,2024-10-31 06:25:15.681495,4,1,1,0,1.0
778,Romantic Story Request,2024-10-31 06:19:23.762943,10,4,4,0,1.0
779,WordPress Site from XD,2024-10-31 06:08:12.569605,7,3,3,0,1.0
772,GPT2 Chatbot Interface Setup,2024-10-31 05:29:29.137196,41,11,14,12,1.2727272727272727
780,NLP Conversational Training GUI,2024-10-31 05:07:25.055735,28,7,12,4,1.7142857142857142
782,Short Term Cash Ideas,2024-10-31 04:59:44.451219,5,2,2,0,1.0
783,CPU LLM vs Cloud GPU,2024-10-31 04:50:27.118365,15,7,7,0,1.0
781,BUCIT Repair Business Card,2024-10-31 04:40:41.178894,43,9,19,12,2.111111111111111
784,Website Design for BUCIT,2024-10-31 04:38:34.454341,55,5,26,22,5.2
787,iPad 9th Gen Hacks,2024-10-31 04:09:59.295008,9,4,4,0,1.0
786,SSH Key Setup,2024-10-31 03:49:55.994387,27,10,13,3,1.3
788,SSH Service Status Report,2024-10-31 03:26:23.237546,26,12,13,0,1.0833333333333333
789,Nmap Scan Results Summary,2024-10-31 02:24:54.427377,35,17,17,0,1.0
790,Conversación sobre ti,2024-10-31 00:34:12.268311,46,22,22,0,1.0
791,What's Happening Here,2024-10-31 00:33:44.439015,4,2,1,0,0.5
792,Henry Stainless Knives Information,2024-10-31 00:13:00.544844,34,13,15,4,1.1538461538461537
785,Website Layout Design Request,2024-10-30 18:04:46.541586,50,6,22,20,3.6666666666666665
794,Raspberry Pi vs Mini PC,2024-10-30 17:42:56.070320,14,6,6,0,1.0
795,Crazy Garmin GPS Ideas,2024-10-30 17:11:05.487805,10,5,4,0,0.8
797,Nostradamus Memetics and Manipulation,2024-10-30 02:00:55.763059,11,4,3,3,0.75
796,Yo Whats Up,2024-10-30 00:56:46.004681,97,38,37,15,0.9736842105263158
798,Casual Greeting Exchange,2024-10-30 00:45:38.312967,22,11,10,0,0.9090909090909091
799,Who are you,2024-10-30 00:45:02.928716,6,3,2,0,0.6666666666666666
800,Introducción y presentación,2024-10-30 00:42:34.062397,8,4,3,0,0.75
801,Secret Code Speculation,2024-10-30 00:34:58.421030,9,4,4,0,1.0
803,Burning Laser Specs Overview,2024-10-30 00:27:38.527821,11,4,5,0,1.25
802,Automated Network Vulnerability Scanning,2024-10-29 23:50:01.591896,10,4,5,0,1.25
804,Roku IP Camera App,2024-10-29 23:08:43.997479,20,6,7,5,1.1666666666666667
805,Sitebulb Camera on Roku,2024-10-29 22:58:13.133434,7,2,3,1,1.5
806,Marple Voice Inquiry,2024-10-29 22:46:35.340128,19,9,9,0,1.0
807,Voice Change Inquiry,2024-10-29 22:35:37.808285,61,30,30,0,1.0
808,Raspberry Pi Zero 2W vs Orange Pi Zero 2W,2024-10-29 22:14:21.013576,75,29,40,5,1.3793103448275863
809,Dollar Store Project Ideas,2024-10-29 16:50:33.723013,50,13,19,10,1.4615384615384615
810,Mad Scientist Spark Plug Experiments,2024-10-29 15:50:51.168752,13,4,7,1,1.75
811,CH3421A vs JTAG Devices,2024-10-29 14:53:51.671017,33,12,17,1,1.4166666666666667
812,Using Copilot in CLI,2024-10-29 10:38:03.481628,10,4,5,0,1.25
813,Goals and Expectations Overview,2024-10-29 09:56:19.828841,6,2,3,0,1.5
814,Simple Neural Network Code,2024-10-29 09:21:56.481795,38,8,16,7,2.0
815,Hobby's Daily Struggles,2024-10-28 19:51:31.824885,9,2,4,1,2.0
816,Upwork Profile Bio Creation,2024-10-28 12:22:04.456508,25,7,11,4,1.5714285714285714
817,AI Virtual Assistant Development,2024-10-28 12:09:37.968798,7,1,3,1,3.0
819,USB Port Scanning Methods,2024-10-28 07:08:31.129085,24,10,12,1,1.2
818,Board Identification and Usage,2024-10-28 06:10:00.413821,11,4,6,0,1.5
820,File Expiration Assistance,2024-10-28 05:19:44.192709,6,1,2,2,2.0
821,Repurposing Old Xbox Ideas,2024-10-28 00:04:37.748446,4,1,2,0,2.0
822,Self-Deprecation Humor,2024-10-27 22:38:31.946115,53,26,26,0,1.0
824,Portfolio Project Ideas,2024-10-27 22:03:50.700532,21,7,9,3,1.2857142857142858
793,Freelance Goals and Strategy,2024-10-27 21:58:19.894495,27,10,13,1,1.3
825,Diagnostic Tool Development Help,2024-10-27 21:35:48.620171,10,3,3,3,1.0
826,Development Plan for IT,2024-10-27 21:34:48.581950,4,1,2,0,2.0
827,AI Training Role Overview,2024-10-27 21:15:27.777801,43,17,22,2,1.2941176470588236
828,AI Interaction Portfolio Request,2024-10-27 21:08:30.803117,16,6,8,1,1.3333333333333333
823,Just You and Me,2024-10-27 20:55:33.838200,97,44,48,2,1.0909090909090908
829,Arctic Whistleblower Events Update,2024-10-27 20:42:00.551682,20,2,8,9,4.0
830,Service Pricing Research Inquiry,2024-10-27 20:25:35.677742,15,2,7,4,3.5
831,Profitability Analysis Framework,2024-10-27 19:37:13.472390,47,14,25,4,1.7857142857142858
833,Create Chart from Data,2024-10-27 19:26:07.993696,3,1,1,0,1.0
832,Facing Raw Truths,2024-10-27 18:28:31.004879,44,14,20,9,1.4285714285714286
835,Hard Dixon Airplanes,2024-10-27 18:17:55.187568,63,29,32,1,1.103448275862069
836,Accurate Image Representation Request,2024-10-27 18:16:45.526091,13,3,7,2,2.3333333333333335
837,Futuristic Family Wealth Concept,2024-10-27 18:15:30.967413,7,1,3,2,3.0
838,Non-biased Appearance Representation,2024-10-27 18:12:07.460479,27,5,11,8,2.2
839,Art Mode Activation,2024-10-27 18:08:56.591992,17,5,8,2,1.6
99,Multiversal Consciousness Framework Summary,2024-10-27 17:09:31.988593,13,4,4,4,1.0
97,Multiversal Consciousness Framework Analysis,2024-10-27 16:47:01.767819,58,10,20,14,2.0
840,Average Ebook Word Count,2024-10-27 16:04:43.319082,34,11,11,11,1.0
841,Raspberry Pi Retro Console,2024-10-27 16:03:50.445203,7,2,2,2,1.0
842,Raspberry Pi Pen Testing Guide,2024-10-27 15:56:32.736002,42,9,18,8,2.0
843,Pwnagotchi Resale Feasibility Analysis,2024-10-27 15:43:40.548461,20,6,7,5,1.1666666666666667
844,Pwnagotchi Resale Feasibility Analysis,2024-10-27 15:42:39.267781,10,1,4,4,4.0
845,JTAG Overview and Usage,2024-10-27 15:38:36.426929,4,1,2,0,2.0
846,Install and Verify SRB2,2024-10-27 14:52:26.725202,10,3,3,3,1.0
847,Sonic Games on Linux,2024-10-27 14:50:46.612419,4,1,1,1,1.0
848,AI Robot Design Concepts,2024-10-27 14:42:00.288350,24,5,9,8,1.8
849,Robot Design Ideas,2024-10-27 14:39:24.460559,7,2,2,2,1.0
851,GPT TTS Browser Integration,2024-10-27 13:21:34.875533,17,5,8,1,1.6
850,Business Plan Guide,2024-10-27 12:33:50.168559,26,12,12,0,1.0
852,Debian Modules for Interests,2024-10-27 10:56:32.498820,35,14,18,1,1.2857142857142858
853,Kali Linux Overview,2024-10-27 00:04:56.920100,18,8,9,0,1.125
854,VM Start Error Troubleshooting,2024-10-26 22:28:29.364389,4,1,2,0,2.0
855,Crostini Terminal Error 62,2024-10-26 22:15:23.318044,4,1,2,0,2.0
834,Neon Night Encounter,2024-10-26 20:30:42.096546,51,21,24,1,1.1428571428571428
856,Linux Distro Recommendations,2024-10-26 20:29:17.984559,6,2,3,0,1.5
96,Multiversal Consciousness Framework Overview,2024-10-26 19:57:12.954172,9,1,4,2,4.0
857,Oldest Religion Speculation,2024-10-26 17:28:34.709469,192,94,97,0,1.0319148936170213
858,YouTube Water Vortex Experiment,2024-10-26 17:20:50.844181,10,4,5,0,1.25
859,Embedded Microcontroller Flashing Inquiry,2024-10-26 16:49:01.116104,16,6,7,0,1.1666666666666667
860,Output Modifications for Frequency Study,2024-10-26 16:01:36.626623,8,3,4,0,1.3333333333333333
861,Homemade Transmitter Receiver Guide,2024-10-26 15:55:25.158937,8,3,3,0,1.0
862,Tattoo Power Supply Projects,2024-10-26 15:47:02.988730,16,5,5,5,1.0
863,Tattoo Power Supply Ideas,2024-10-26 15:45:39.752272,4,1,1,1,1.0
864,Repurposing Tattoo Power Supply,2024-10-26 15:43:16.424062,8,3,4,0,1.3333333333333333
865,EFI Shell Commands Overview,2024-10-26 14:00:00.586008,38,15,18,1,1.2
866,Photoshoot Outfit Color Tips,2024-10-25 21:23:52.487160,3,1,1,0,1.0
867,Mindful Tech and Consciousness,2024-10-25 20:31:55.756719,4,1,2,0,2.0
95,Mind-Blowing Conversation Summary,2024-10-25 20:29:45.596311,7,3,3,0,1.0
868,Portable Smoke Infuser Benefits,2024-10-25 19:48:47.658301,4,1,2,0,2.0
869,Saucy Nugget Banter,2024-10-25 19:23:07.032675,76,37,38,0,1.027027027027027
870,Invite Superman to Avengers,2024-10-25 15:33:02.190987,16,6,8,1,1.3333333333333333
871,That's My Boy,2024-10-25 15:21:13.032293,16,6,8,1,1.3333333333333333
872,Elite 2 vs Sesh ANC,2024-10-25 13:03:19.380266,10,4,5,0,1.25
873,Hypothetical Anti-Theft Strategies,2024-10-25 12:22:15.718700,12,4,5,0,1.25
874,Theft Advice Rejection,2024-10-25 12:20:45.780614,14,3,4,0,1.3333333333333333
875,Walmart Makeup and Experiments,2024-10-25 12:08:18.675165,32,14,16,1,1.1428571428571428
876,Free Energy Device Concepts,2024-10-25 11:44:41.450077,15,5,7,1,1.4
877,YouTube Link Sharing,2024-10-25 11:43:06.196048,13,2,5,4,2.5
878,Diy Free Energy Devices,2024-10-25 11:39:03.372261,4,1,2,0,2.0
879,Identify Circuit Board Type,2024-10-25 08:00:16.887607,9,3,4,0,1.3333333333333333
880,Circuit Board Assistance Request,2024-10-25 07:27:15.895614,10,4,5,0,1.25
881,MC68HC11 Board Functionality Analysis,2024-10-25 07:06:48.165112,7,2,2,2,1.0
882,Microcontroller Board Functionality,2024-10-25 07:06:01.287228,4,1,2,0,2.0
883,Nsfw Ai Video Apps,2024-10-25 03:54:09.050884,14,3,6,2,2.0
884,File Expiration Assistance,2024-10-25 03:21:03.530844,6,1,2,2,2.0
885,File Expired Upload Again,2024-10-25 03:19:43.827900,6,1,2,2,2.0
886,J-Link Setup Inquiry,2024-10-25 02:12:03.668042,18,8,9,0,1.125
887,Buckhannon West Virginia Population,2024-10-25 02:05:30.124054,19,5,8,5,1.6
889,Python Script Execution Windows,2024-10-25 01:20:50.636892,6,2,3,0,1.5
890,90 Day Cybersecurity Study Plan,2024-10-25 00:35:03.895850,25,6,10,3,1.6666666666666667
891,90 Day Cybersecurity Plan,2024-10-25 00:33:55.760547,4,1,1,1,1.0
892,Install netifaces on Windows,2024-10-25 00:21:03.350228,4,1,1,1,1.0
893,DDoS Tool Discussion,2024-10-24 23:37:52.783477,19,6,8,2,1.3333333333333333
894,Circuit Board Identification,2024-10-24 22:27:01.376200,60,23,31,3,1.3478260869565217
895,UFO Sightings and Interactions,2024-10-24 19:44:30.493880,12,5,6,0,1.2
896,Data Leak Scraper Request,2024-10-24 18:39:24.233172,4,1,2,0,2.0
897,Intel Arc A770 Overview,2024-10-24 17:42:59.514680,46,11,24,9,2.1818181818181817
888,Micro LLM IT Assistant,2024-10-24 16:05:24.769769,32,8,13,9,1.625
898,Micro LLM Framework Development,2024-10-24 14:41:11.178048,13,5,5,0,1.0
899,Waveshare ESP32-S3 Display Overview,2024-10-24 13:20:22.301314,4,1,2,0,2.0
900,Fast AI Usage Tips,2024-10-24 10:44:28.423915,12,5,6,0,1.2
901,Budget PC Build Guide,2024-10-24 08:23:31.194792,22,5,10,6,2.0
902,Gigabyte B450M DS3H Specs,2024-10-24 08:10:58.194550,10,4,5,0,1.25
903,Boot Manager Menu Inquiry,2024-10-24 03:32:39.701617,6,2,3,0,1.5
904,Couples Game for Connection,2024-10-24 03:07:29.794389,11,4,4,1,1.0
905,Conversation 905,2024-10-24 03:06:10.325303,12,1,1,8,1.0
906,Morgan's Fine Compliment,2024-10-24 02:59:56.302478,45,22,22,0,1.0
907,ODROID-GO2 IT Workstation Ideas,2024-10-24 02:51:50.009128,22,7,11,2,1.5714285714285714
908,Waveshare ESP32-S3 Project Ideas,2024-10-24 02:11:40.020862,56,16,27,6,1.6875
909,Monetizing Pwnagotchi Potential,2024-10-24 01:13:14.536498,18,8,9,0,1.125
910,Project Setup Assistance,2024-10-23 22:42:48.528751,20,6,7,6,1.1666666666666667
911,EAIDK310 AI Development Board,2024-10-23 20:56:40.913752,28,7,10,6,1.4285714285714286
912,Mini Computers and Barebones Deals,2024-10-23 20:31:22.151403,21,3,7,8,2.3333333333333335
913,Old Computer Parts Pricing,2024-10-23 20:09:50.258268,23,7,12,1,1.7142857142857142
914,Edge External File Inquiry,2024-10-23 19:45:29.439147,4,1,1,1,1.0
916,Skateboarding and Basketball Fun,2024-10-23 19:19:31.687630,71,28,31,8,1.1071428571428572
915,ZIP File Assistance Request,2024-10-23 18:44:08.055672,45,10,24,8,2.4
917,File Evaluation Request,2024-10-23 18:42:26.655812,19,3,3,11,1.0
918,User Request Summary,2024-10-23 18:05:42.923870,45,17,24,3,1.411764705882353
919,Psychological Profile Assessment,2024-10-23 18:00:31.624463,7,3,3,0,1.0
920,Creating a Summary Title,2024-10-23 17:58:23.988032,4,1,2,0,2.0
921,Best Linux Distros for Development,2024-10-23 16:28:50.682588,14,5,7,1,1.4
922,Chilling Before Pickup,2024-10-23 15:15:43.296693,30,12,15,2,1.25
923,Next Steps Inquiry,2024-10-23 13:35:23.484709,11,5,5,0,1.0
924,Raspberry Pi Model Choice,2024-10-23 13:27:51.635810,26,10,13,2,1.3
925,Apologies for Interruption,2024-10-23 13:27:04.830550,9,3,4,1,1.3333333333333333
926,i3-10500F and GTX 1050 Ti,2024-10-23 10:45:38.686424,28,9,12,4,1.3333333333333333
927,Ethical Hacking on iPhone,2024-10-23 10:38:16.126207,7,2,2,2,1.0
928,Package Dependencies Overview,2024-10-23 09:36:25.597488,20,9,10,0,1.1111111111111112
930,Hacking WiFi with Powershell,2024-10-23 04:28:15.238601,10,4,4,0,1.0
933,Crostini LXD Start Error,2024-10-23 03:47:47.492055,4,1,2,0,2.0
929,Side Hustle Ideas Summary,2024-10-23 01:51:06.649376,58,15,21,17,1.4
934,Tech Gadgets for Resale,2024-10-23 01:46:16.967094,10,3,3,3,1.0
935,Intel Alder Lake Performance,2024-10-23 01:19:11.227831,12,5,6,0,1.2
936,ChromeOS Root and Modules,2024-10-23 00:30:28.622685,6,2,3,0,1.5
937,Dual Booting Chromebook Guide,2024-10-23 00:24:41.718118,10,2,4,2,2.0
939,Wi Fi Hacking Request,2024-10-22 23:04:17.264054,20,3,9,5,3.0
932,Ethical Hacking Tools Request,2024-10-22 22:50:23.948752,19,5,7,5,1.4
940,Bash to PowerShell Conversion,2024-10-22 22:05:30.570159,14,3,7,3,2.3333333333333335
941,Run Command Prompt as Admin,2024-10-22 21:57:28.147541,4,1,2,0,2.0
942,Work Absence Explanation Advice,2024-10-22 20:18:04.256623,33,14,17,1,1.2142857142857142
943,Using Lazy Script Guide,2024-10-22 19:20:06.476478,36,12,16,3,1.3333333333333333
938,Top Recommendations Inquiry,2024-10-22 18:54:31.306160,23,6,8,6,1.3333333333333333
944,DNS Resolution Troubleshooting Steps,2024-10-22 18:40:55.037791,4,1,1,1,1.0
931,Linux Terminal Coding Setup,2024-10-22 17:41:10.435612,4,1,1,1,1.0
945,Install Winxlight on Chromebook,2024-10-22 17:34:34.735618,6,2,3,0,1.5
946,SSH File Configuration Guide,2024-10-22 16:44:49.369411,4,1,1,1,1.0
947,Zork IV Game Introduction,2024-10-22 13:53:21.761788,15,5,5,3,1.0
948,8-Bit Murders Game Guide,2024-10-22 13:49:21.139123,21,6,8,5,1.3333333333333333
950,New chat,2024-10-22 12:34:36.498135,4,1,2,0,2.0
951,SQL Overview and Functions,2024-10-21 20:57:33.789727,6,2,2,0,1.0
952,Explaining SQL Basics,2024-10-21 20:55:58.250885,7,2,2,0,1.0
953,Téléphone en français,2024-10-21 20:49:03.653329,8,3,4,0,1.3333333333333333
954,Interactive Dystopian Game Request,2024-10-21 19:59:02.586414,5,1,2,1,2.0
955,Hypothetical Portal Creation Guide,2024-10-21 18:41:03.272074,17,5,8,1,1.6
956,Do It Now,2024-10-21 18:40:07.355583,5,2,2,0,1.0
957,Conversation 957,2024-10-21 18:39:58.016557,4,1,2,0,2.0
958,Conversation Summary Request,2024-10-21 18:39:21.054423,5,2,2,0,1.0
959,Conversation 959,2024-10-21 18:39:02.711521,4,1,2,0,2.0
961,Best TTS Models Comparison,2024-10-21 18:19:05.599406,4,1,2,0,2.0
962,Integrating Multiple Camera Systems,2024-10-21 16:44:38.368438,8,3,4,0,1.3333333333333333
963,Feedback or Bug Report,2024-10-21 13:42:26.027725,15,6,6,1,1.0
964,Emotional Conflict Resolution Tips,2024-10-21 13:25:33.648050,34,6,15,6,2.5
965,Python Code Enhancement Request,2024-10-21 07:25:01.195171,19,6,6,6,1.0
966,PyTorch Neural Network Model,2024-10-21 06:48:59.252785,7,2,2,2,1.0
967,PyTorch Model Creation,2024-10-21 04:46:36.178686,4,1,1,0,1.0
968,Veil of Shadows Concept,2024-10-21 03:51:26.588332,12,3,4,3,1.3333333333333333
969,Dystopian Horror Script AI,2024-10-21 03:47:51.322010,15,6,6,1,1.0
970,Script Creation Discussion,2024-10-21 03:44:23.762336,8,3,3,0,1.0
971,Upscale Images to Ultra-High Resolution,2024-10-21 03:42:25.960484,6,1,2,1,2.0
972,Enhance Image Quality,2024-10-21 03:38:05.333986,7,1,3,2,3.0
973,Sacrifice on Upside-Down Cross,2024-10-20 08:31:59.187675,12,2,5,4,2.5
974,Methamphetamine and Diabetes Interaction,2024-10-20 02:02:40.887695,13,4,4,4,1.0
975,LILYGO T-HMI ESP32-S3 Overview,2024-10-20 01:52:16.347904,10,3,3,3,1.0
976,German Bird Reference,2024-10-20 01:09:36.152508,60,27,30,1,1.1111111111111112
977,Debate Topic Creation,2024-10-19 23:13:46.440211,118,53,60,3,1.1320754716981132
978,Secret Hacker Assistant,2024-10-19 22:35:14.876770,186,91,93,1,1.021978021978022
979,Donut Shop Board Ideas,2024-10-19 20:50:06.693358,18,5,6,6,1.2
980,Choosing Between GPURPS SOAP Herpentine,2024-10-19 15:25:07.511475,16,6,8,1,1.3333333333333333
981,Flavor Choice Comparison,2024-10-19 15:12:57.251687,33,13,17,2,1.3076923076923077
982,Cool Raspberry Pi 5 Kits,2024-10-19 14:48:58.116205,7,2,2,2,1.0
983,Network Packet Sniffer Script,2024-10-19 12:52:48.983677,10,3,3,3,1.0
984,New chat,2024-10-19 10:53:01.679546,9,1,1,5,1.0
985,Linux Hacking Tools List,2024-10-19 02:11:58.959872,33,10,13,7,1.3
